,name,elo
118,Indiana St,1556.1837522472933
119,Santa Clara,1555.787985412871
120,Loy Marymount,1554.1956507992877
121,Michigan St,1553.8300578580095
122,Bowling Green,1551.3352056786605
123,Morgan St,1550.3438275008489
124,Wisconsin,1548.7812986975503
125,Seton Hall,1547.5891380477722
126,Marist,1547.1026430007935
127,Vermont,1546.8704285012923
128,Bellarmine,1546.4516161655147
129,Oral Roberts,1545.58066157129
130,Hofstra,1545.2555772014784
131,St Peter's,1545.0137807518279
132,Canisius,1541.384407581066
133,Providence,1536.3263513914544
134,Mt St Mary's,1533.3648105574591
135,Cincinnati,1532.796229616669
136,VMI,1532.0725525195915
137,Nicholls St,1529.5914443066204
138,New Mexico St,1528.9311277243728
139,FL Gulf Coast,1527.600208902011
140,Northeastern,1527.4287995570012
141,Stanford,1526.4034076474734
142,NC State,1525.0601579134093
143,ETSU,1522.7866115718366
144,Lafayette,1522.7605868046332
145,Youngstown St,1522.5692339914533
146,Campbell,1520.436632253768
147,N Kentucky,1520.0320237980397
148,CS Bakersfield,1520.023780695229
149,UT San Antonio,1518.9176225093986
150,Duke,1517.964822219654
151,Elon,1516.1013697433043
152,Georgia,1514.770111973087
153,George Mason,1512.8954981768866
154,Jacksonville St,1506.6832263263243
155,Cal Baptist,1504.6599002945243
156,Montana St,1503.883051351769
157,New Hampshire,1503.0649766438116
158,Montana,1502.8494817728376
159,Lipscomb,1502.8227297919586
160,Belmont Abbey,1500.0312742206413
161,Fort Hays St,1500.0291860766465
162,NW Nazarene,1500.0267519393276
163,Auburn,1498.9616701396158
164,South Dakota,1497.051028762496
165,Minnesota,1495.9965244999446
166,Pepperdine,1493.8955242118782
167,Jackson St,1493.8627614351647
168,Mississippi St,1493.218479954815
169,UCF,1490.8527507053589
170,Radford,1489.2210377172757
171,Washington St,1487.946327614228
172,N Dakota St,1487.5756804418343
173,Sacred Heart,1486.7605164572853
174,Utah Valley,1485.246775756959
175,Detroit,1484.5833512781442
176,Tulsa,1484.4452265409548
177,St Francis NY,1481.949600737014
178,Ga Southern,1480.9158906697062
179,Edward Waters,1480.7032830947344
180,Coe,1480.266915584827
181,Simpson CA,1478.9891078262438
182,Duquesne,1478.7037528042358
183,Paul Quinn,1478.6418167771026
184,UC Davis,1478.276320086431
185,FL Atlantic,1475.4181490777473
186,Mars Hill,1474.6703488955468
187,Columbus St,1474.5294833003557
188,Trevecca Naz,1473.7390462591898
189,Spring Hill,1473.507824422704
190,Seattle,1473.3903237988395
191,Whitworth,1471.9973665376676
192,Dickinson St ND,1471.7397515277312
193,Calvin,1471.632921354417
194,Massachusetts,1471.5780774484158
195,St Louis Pharm,1471.4082083615892
196,E Texas Bap,1471.285797982293
197,Tarleton St,1470.742814825675
198,MT Western,1470.281612266282
199,Loyola NO,1470.0758283867842
200,Mt Aloysius,1469.9143672326463
201,NE Oklahoma,1469.8854243099283
202,Dalton St,1469.852040154599
203,Bacone,1469.5897493227412
204,Mercyhurst,1469.5599022817282
205,Rogers St,1469.4943264831625
206,La Sierra,1469.3886376085625
207,Rochester MI,1469.1473932539795
208,Doane,1468.9728489339827
209,George Fox,1468.9659270511336
210,Belhaven MS,1468.93798139112
211,Lee TN,1468.5657966582783
212,Marquette,1468.489853457813
213,Chowan,1468.0932820495327
214,Oakwood,1468.032
215,Wm Jewell,1468.032
216,Cedarville,1468.032
217,CSU-Pueblo,1468.032
218,Hawaii Pacific,1468.032
219,Keene St,1468.032
220,Tusculum,1468.032
221,Arizona Chr,1468.032
222,Merchant Marine,1468.032
223,Colorado Chr,1468.032
224,Truman St,1468.032
225,Salem WV,1468.032
226,Lander,1468.032
227,Culver-Stockton,1468.032
228,LSU Shreveport,1467.9890834340365
229,Concordia CA,1467.957841520276
230,St Mary's TX,1467.9394928844638
231,Malone,1467.7526228396976
232,RI College,1467.6494986805737
233,Webber,1467.557967592868
234,Carlow,1467.5005900163792
235,Emporia St,1467.2620034001256
236,Vanguard,1467.1410489880884
237,Bethel TN,1466.8944184402762
238,Bluefield WV,1466.8751432217775
239,W New Mexico,1466.7712125160854
240,Hawaii Hilo,1466.637258579648
241,Emmanuel GA,1466.3645039877883
242,Bluefield VA,1466.3319034840827
243,WV Tech,1465.8060677395208
244,Washburn,1465.6594415209756
245,VA Wesleyan,1465.6512442319847
246,Newberry,1465.627268094693
247,Midwest TX St,1465.586948136963
248,Catawba,1465.4875288259996
249,MA Lowell,1465.1262909274556
250,Wingate,1464.891557463617
251,UNC Asheville,1464.2177227520037
252,Wyoming,1464.1046024958025
253,Newman,1463.7290390752937
254,Delaware,1463.1659187633497
255,Pacific,1462.984688065662
256,Hawaii,1462.5776640434979
257,Tuskegee,1462.1971162573925
258,S Virginia,1461.522941804173
259,Missouri S&T,1459.4016561058297
260,Pittsburgh,1459.10307807806
261,Niagara,1458.5088462468345
262,Rust,1455.1857491905728
263,Utah,1455.0849578848552
264,IUPUI,1453.8458513546473
265,UTEP,1453.5076815017492
266,American Univ,1453.2508365576246
267,North Alabama,1452.8429859122764
268,Austin Peay,1452.7142472902378
269,Citadel,1452.3199379842565
270,SUNY Albany,1450.6766773166303
271,Rice,1450.598347133035
272,Merrimack,1450.5523313266308
273,Idaho St,1450.345770094286
274,Lancaster Bib,1448.3164892566385
275,Bucknell,1446.8128240474025
276,St Martin's,1446.07058428153
277,SAGU Amer Ind,1444.6430444863158
278,Howard,1442.8778169588245
279,UT Arlington,1441.9062221253464
280,FL Memorial,1441.5729560164202
281,Kansas Chr,1441.2914973710194
282,Adrian,1440.863049653223
283,Central Bap,1440.4260181538414
284,SW Adventist,1440.3765237161535
285,Lincoln PA,1439.9097336817035
286,Grambling,1439.5230225709588
287,Covenant,1439.0764093348782
288,Olivet MI,1439.0593402828772
289,Mt Marty,1438.7348637207715
290,Penn St,1438.6457155227179
291,N Colorado,1437.8343703565463
292,Judson IL,1437.150434885193
293,SW Christian,1436.7347051984539
294,Freed-Hardeman,1435.681123047565
295,Limestone,1434.7633106244664
296,St Francis IL,1434.1976320367162
297,St Ambrose,1433.7248298912054
298,Miami OH,1433.3716625056627
299,Sul Ross,1433.320972656042
300,Wm Carey,1433.1960956691446
301,Adams St,1433.1308554948557
302,Permian Basin,1433.1308554948557
303,M Hardin-Baylor,1432.8449276562637
304,Texas A&M Intl,1432.4748670447136
305,Florida Col,1432.3550059819083
306,Lewis,1432.0611138503837
307,Piedmont,1431.9391489697357
308,Regis CO,1431.8488060310708
309,Coastal GA,1431.629131422888
310,Hardin-Simmons,1431.6018425823154
311,Westmont,1431.3823864054718
312,Quincy,1430.8167816893751
313,Indiana,1430.2082966759797
314,Queens NC,1429.9079668023464
315,NC A&T,1428.7681353471494
316,Texas A&M,1427.322029259365
317,Alice Lloyd,1427.0800540098844
318,McKendree,1426.4241058151774
319,TCU,1426.2030669774658
320,Camp U-Harrodsburg,1426.1877860684071
321,Arkansas St,1426.0399607505376
322,Murray St,1424.7411379893135
323,S Wesleyan,1424.2711409168
324,Col Charleston,1422.4218385661754
325,William & Mary,1422.3340300044972
326,CS Fullerton,1419.6678289118768
327,UTRGV,1411.1808289638504
328,San Francisco,1410.7436846273242
329,UNC Wilmington,1409.0940831244752
330,East Carolina,1406.6954873618686
331,Ark Little Rock,1403.8109608719699
332,Warner Pacific,1403.1291686494558
333,Mt St Joseph,1402.526050369816
334,Yellowstone Chr,1402.0658847958236
335,Boston Univ,1401.9525598197981
336,Arlington Bap,1401.8648901131276
337,Tulane,1400.0363018655364
338,Bradley,1398.9657562577484
339,Ball St,1398.4545256416648
340,NJIT,1397.2675449711267
341,S Illinois,1396.0320695403602
342,St Andrew's,1395.984726765758
343,Notre Dame,1395.933941589963
344,Mobile,1395.3111144057157
345,Loyola MD,1394.9909432818288
346,Fresno St,1394.563435656581
347,Westminster UT,1393.9910958489795
348,Greenville,1393.880370922528
349,Butler,1393.786648549691
350,Purdue Northwest,1393.5251776566688
351,South Florida,1391.4720192642967
352,LSU-Alexandria,1389.933056155995
353,CS Northridge,1388.251874831293
354,Oakland,1388.0282373782734
355,Maine,1387.683517137811
356,San Diego Chr,1387.3598583922078
357,North Georgia,1387.0569863367446
358,Rhode Island,1386.120318597421
359,Arizona St,1385.1596650711847
360,Coppin St,1382.3136671661946
361,Stetson,1380.6356526073876
362,Crowley's Ridge,1376.6445942647797
363,Gardner Webb,1376.4298712691032
364,CS Sacramento,1370.449316677489
365,McMurry,1367.4845968382053
366,Holy Cross,1366.942939072681
367,Hampton,1366.823835439744
368,Quinnipiac,1366.4171706600953
369,Kentucky,1365.4583115955427
370,Jacksonville,1364.832194874787
371,F Dickinson,1363.5717942377496
372,Howard Payne,1363.0665103824058
373,UC San Diego,1361.4339530059822
374,St Mary's MD,1360.6387277708238
375,Point Park,1358.960930927495
376,Southern Univ,1358.6023743253797
377,Florida A&M,1358.54187247287
378,Northern Iowa,1357.2216410825467
379,Stony Brook,1357.2110348628648
380,IL Chicago,1357.159925666154
381,Longwood,1356.7915328429112
382,Greensboro,1356.6828796146822
383,Temple,1356.3587524671752
384,La Salle,1353.7838539707868
385,Toccoa Falls,1348.1556354937338
386,NC Central,1345.949350351305
387,Flagler,1343.7896574421984
388,Fairfield,1343.7006484863773
389,W Carolina,1341.5067307794243
390,Missouri KC,1339.883958318241
391,PFW,1338.0980610555562
392,Incarnate Word,1336.5560436808437
393,Manhattan,1330.0548687352348
394,McNeese St,1327.9456103279804
395,Miami FL,1323.8975303382451
396,High Point,1319.305749006376
397,Portland St,1317.2570084725833
398,Col of Idaho,1315.2121219741632
399,Transylvania,1313.6895949869017
400,Lehigh,1310.2945428815328
401,Northwestern,1310.253507222898
402,Wm Jessup,1308.2400060264877
403,Le Tourneau,1307.9236176202478
404,Charlotte,1306.695491739387
405,San Diego,1305.959669494129
406,Long Beach St,1304.475339413913
407,NC Wesleyan,1304.0266234707178
408,UNLV,1303.432181092035
409,Dixie St,1301.266670184878
410,SE Missouri St,1301.1561337499907
411,Fresno Pacific,1300.2028485126086
412,G Washington,1299.2887889320452
413,Samford,1297.4231185895844
414,E Michigan,1291.4442968781912
415,North Florida,1288.185576739092
416,Troy,1287.5816610179688
417,Vanderbilt,1286.9232572916208
418,New Orleans,1286.052315165119
419,South Carolina,1285.832269838616
420,Chicago St,1281.7151887719713
421,Alcorn St,1275.169374772882
422,Valparaiso,1270.4645655148415
423,Benedictine AZ,1269.298505318432
424,Evansville,1267.8222787760715
425,Northwest WA,1267.644815889316
426,Florida National,1266.812882541344
427,Dallas Chr,1265.6312726567248
428,North Dakota,1263.0698633285938
429,Presbyterian,1258.5523663647834
430,Champion Bap,1257.3754485327756
431,St Joseph's PA,1255.9618679778437
432,DePaul,1255.3076076563586
433,St Francis PA,1254.9780313782728
434,WI Green Bay,1252.677365010314
435,Columbia Intl,1245.9454004952931
436,Binghamton,1244.0987477134158
437,E Illinois,1241.5137623682972
438,Northwestern LA,1240.3900942487458
439,Alabama St,1238.8843231655599
440,Florida Intl,1238.4244414971206
441,TN Martin,1238.325548305347
442,Fordham,1237.4807942772466
443,Lamar,1236.715747597756
444,Central Conn,1225.6465029046783
445,C Michigan,1222.925516073119
446,Rider,1221.8587038419
447,Towson,1220.5240727350817
448,SE Louisiana,1216.4643464671296
449,W Illinois,1212.6283355127912
450,SIUE,1210.4931951028361
451,Illinois St,1208.7224376222637
452,Portland,1206.283102077361
453,New Mexico,1203.3297241034597
454,Northern Arizona,1202.5594067254247
455,Wake Forest,1190.6745217334599
456,California,1186.8637976226626
457,Kansas St,1179.6607669711602
458,Southern Miss,1179.6315877128739
459,Robert Morris,1175.3411806034367
460,W Michigan,1169.0606697888406
461,Boston College,1160.5918844389043
462,Alabama A&M,1155.7006337781552
463,ULM,1138.4911025680665
464,San Jose St,1135.152075357015
465,SC Upstate,1131.0259891836608
466,Nebraska,1123.895618858661
467,LIU Brooklyn,1122.8881487404053
468,Cent Arkansas,1103.524987662909
469,N Illinois,1099.2448958831924
470,Our Lady Lake,1099.0962907061198
471,Delaware St,1097.1004121623698
472,Houston Bap,1085.6448095092749
473,MTSU,1069.600581224628
474,Charleston So,1054.9330749999988
475,Air Force,1054.1377229129307
476,Washington,1050.6059727772197
477,St Katherine,1044.151002306165
478,TAM C. Christi,1037.3468554477524
479,Kennesaw,1032.5174732230837
480,NE Omaha,1021.5681616883347
481,S Carolina St,990.7798177446863
482,Tennessee Tech,978.8939354215316
483,Cal Poly,972.7678768030661
484,Denver,967.1937017355133
485,Ark Pine Bluff,962.9065993144864
486,WI Milwaukee,933.0086268300838
487,Bethesda,924.7239371329546
488,MS Valley St,900.0780677078614
489,Iowa St,889.8029579372837
490,Idaho,833.2455161788997
491,Tennessee St,496.2585011882629
492,Carver Bib,349.42450632319475
