,name,elo
309,Camp U-Harrodsburg,1251.8661540562027
310,NC A&T,1246.2657938830394
311,Howard,1242.5513206250882
312,NJIT,1238.5368576545293
313,Grambling,1225.806816832432
314,Citadel,1213.8121810262464
315,Yellowstone Chr,1210.0658390345409
316,Mt St Joseph,1207.222677686047
317,American Univ,1205.3717560134303
318,Arlington Bap,1195.7182036287304
319,Warner Pacific,1190.1091576735473
320,Merrimack,1181.9279263969809
321,CS Northridge,1180.509592206191
322,Texas A&M,1180.0386210222866
323,Penn St,1168.681253389999
324,Mobile,1160.900298764013
325,Pacific,1159.6090756298545
326,St Andrew's,1158.9182812806064
327,Marquette,1157.050291548444
328,Miami OH,1157.0050753275327
329,Westminster UT,1156.201762682157
330,Tulane,1154.204433247592
331,Purdue Northwest,1146.543199722345
332,Crowley's Ridge,1145.7814670323444
333,Greenville,1144.890444654732
334,Col Charleston,1144.0044054083519
335,LSU-Alexandria,1137.15407463627
336,San Diego Chr,1135.6061696997454
337,Wyoming,1133.5122530519307
338,North Georgia,1132.8965972463648
339,Utah,1130.436212565279
340,Rice,1121.73896987601
341,East Carolina,1110.7063268643178
342,Murray St,1108.8060785378361
343,McMurry,1104.1490163117626
344,Greensboro,1096.9855320485385
345,Howard Payne,1088.8477677659016
346,Flagler,1073.2550557973393
347,William & Mary,1062.5407913719705
348,Indiana,1056.5888186299399
349,Point Park,1052.6831266168165
350,Ball St,1051.7926133612173
351,PFW,1048.2679504292903
352,San Francisco,1047.1395376981156
353,Stetson,1043.0367604662563
354,Maine,1040.2997599216724
355,Oakland,1039.0176518046765
356,St Mary's MD,1032.9741345471023
357,Hampton,1032.3165967149612
358,Boston Univ,1028.7001288460322
359,S Illinois,1027.808646557423
360,NC Central,1023.5312601746044
361,La Salle,1018.1600308946122
362,Loyola MD,1007.921893624748
363,Florida A&M,1007.3606153244912
364,Gardner Webb,1002.8443859598668
365,South Florida,1002.3377424217044
366,Toccoa Falls,997.785407208672
367,TCU,987.2093825943255
368,IL Chicago,987.0415696120333
369,Ark Little Rock,975.9695954662267
370,McNeese St,975.0574788942141
371,Rhode Island,974.5427070598577
372,Missouri KC,951.5681225622923
373,CS Sacramento,949.9689294125116
374,Longwood,943.6524065025704
375,Col of Idaho,941.96123187997
376,Transylvania,940.4658569862288
377,Bradley,939.4272217811589
378,Holy Cross,932.149234513575
379,Arizona St,929.7388339196755
380,Incarnate Word,920.8227839584667
381,F Dickinson,914.8102045303172
382,Butler,905.8226460746915
383,Coppin St,898.7315360213845
384,LIU Brooklyn,892.4543251066102
385,UC San Diego,891.366882114787
386,Quinnipiac,889.5781550974044
387,Fairfield,883.2306977746358
388,Wm Jessup,879.8344533653279
389,Le Tourneau,879.6270948988928
390,Notre Dame,877.3830380853022
391,Temple,875.9181547991926
392,NC Wesleyan,862.7680956434117
393,Jacksonville,860.4488375091881
394,Portland St,860.0435241013364
395,Fresno Pacific,858.3575256665515
396,Fresno St,848.449377341022
397,Alabama A&M,821.3064658404514
398,Southern Univ,818.1682083146966
399,Lehigh,806.5075226763337
400,Benedictine AZ,794.1391021774989
401,Champion Bap,790.7331749657267
402,Dallas Chr,790.0132614622294
403,Miami FL,775.7851823332969
404,Florida National,768.4315787762054
405,Stony Brook,764.1323126402013
406,Long Beach St,761.5510536907377
407,Northern Iowa,753.3681006555879
408,High Point,748.9415981548693
409,Northwest WA,744.9822677602123
410,Manhattan,737.4830111721811
411,Kentucky,727.0485233986623
412,W Carolina,715.6872360036509
413,Troy,711.8659300851851
414,Florida Intl,700.3594928754696
415,Columbia Intl,681.0670363128224
416,SE Missouri St,680.8819802020545
417,New Orleans,665.0801447792896
418,E Michigan,655.2453437266038
419,G Washington,649.9265196830429
420,Dixie St,647.7849104732771
421,Alabama St,632.997087879316
422,Charlotte,615.4555165766864
423,Valparaiso,603.8036122493994
424,Samford,600.3316092429147
425,Presbyterian,585.6157172941146
426,WI Milwaukee,582.5973151882654
427,North Dakota,565.1738407781171
428,San Diego,556.5281543689923
429,Vanderbilt,549.2297685030321
430,North Florida,548.3419083178367
431,Chicago St,538.5244935634686
432,UNLV,519.4186209311316
433,Northwestern,512.9489627237255
434,C Michigan,495.0363165171382
435,South Carolina,476.0888388428606
436,Alcorn St,474.64135772432803
437,E Illinois,471.02427490866387
438,Northwestern LA,463.0768480770158
439,Lamar,460.3651898112299
440,Fordham,454.5545826040535
441,Evansville,448.8597203507992
442,Our Lady Lake,443.27653433435677
443,St Francis PA,442.4532721123091
444,DePaul,410.15786945382933
445,WI Green Bay,407.97522880044744
446,Illinois St,405.6845876295092
447,SE Louisiana,393.6291570096167
448,Binghamton,364.8135785167557
449,TN Martin,359.7893379461639
450,W Illinois,358.399985377618
451,St Joseph's PA,342.4859611578886
452,SIUE,295.6301988829544
453,Southern Miss,286.6991467205215
454,Towson,279.57700653310553
455,Rider,226.68842789304347
456,Central Conn,223.3279806112107
457,Portland,215.02366535761138
458,ULM,192.25431218804087
459,New Mexico,186.8273431160405
460,Robert Morris,181.7318845057225
461,Northern Arizona,181.05196863713832
462,California,165.501595981627
463,Wake Forest,143.8175733401277
464,St Katherine,134.17585676704041
465,W Michigan,127.61809566445996
466,San Jose St,51.994219614614025
467,Kansas St,30.373604190225166
468,Boston College,26.92728824178309
469,Delaware St,-8.436755634679884
470,MTSU,-53.09774161748453
471,SC Upstate,-121.21511047592081
472,Houston Bap,-125.36710976177764
473,Bethesda,-127.12240411095564
474,N Illinois,-146.6491850561476
475,TAM C. Christi,-177.78857283642992
476,Nebraska,-199.8356858883525
477,Cent Arkansas,-253.937685110644
478,Air Force,-343.3153549276421
479,Charleston So,-362.6455889596173
480,Kennesaw,-377.10052955841536
481,Washington,-388.36569295205334
482,S Carolina St,-465.89221077400975
483,NE Omaha,-483.1278776250744
484,Denver,-508.9805692307487
485,Cal Poly,-538.4498329775124
486,Tennessee Tech,-615.9766569472145
487,Ark Pine Bluff,-692.1399020424361
488,Tennessee St,-856.7156418509554
489,MS Valley St,-924.3457610395941
490,Idaho,-984.1147139913148
491,Iowa St,-1058.7970546762238
492,Carver Bib,-1533.0228780590764
